acc_x,acc_y,acc_z,acc_magnitude,acc_variance,temperature,temp_deviation,heart_rate,respiration_rate,activity_index,rumination_rate,hr_rolling_std,hr_rolling_range,activity_rolling_std,activity_rolling_range,movement_consistency,resp_hr_ratio,health_state,health_label
0.1235,-0.1143,9.6022,9.6037,0.077438,38.28,0.32,67.2,14.5,0.4457,66.2,6.8404,26.88,0.3296,1.3367,40.2724,0.2154,0,Healthy
0.0094,0.0066,9.8207,9.8207,8.8e-05,37.77,0.83,46.6,14.5,0.0267,21.3,4.3057,20.77,0.014,0.0541,909.5732,0.3111,3,Inactive
-0.0299,0.3719,9.8983,9.9054,0.053368,38.64,0.04,57.5,28.7,0.4901,66.8,5.9682,23.01,0.3698,1.4536,42.5141,0.4985,0,Healthy
0.4472,0.1071,9.9371,9.9477,0.058915,38.67,0.07,69.4,18.0,0.6813,55.7,6.5459,22.45,0.3778,1.8876,48.1075,0.2601,0,Healthy
0.0141,-0.0017,9.7917,9.7917,0.001899,40.88,2.28,90.3,13.9,0.0341,16.5,15.166,66.53,0.4266,1.8249,217.0916,0.1536,1,Sick
0.3231,-0.0594,9.6777,9.6833,0.039952,38.46,0.14,66.0,28.1,0.5148,50.6,7.1585,28.0,0.267,0.9927,44.5768,0.4249,0,Healthy
-0.0397,-0.0467,9.9607,9.9609,0.040731,38.15,0.45,51.8,23.3,0.2371,39.7,7.421,28.07,0.2723,0.9927,44.1494,0.4498,0,Healthy
-0.6289,-0.0187,10.0491,10.0688,0.200044,39.14,0.54,95.7,38.2,0.8867,42.7,11.9185,48.32,0.8628,3.1168,23.8227,0.3989,2,Stressed
0.0073,0.0183,9.8154,9.8154,4.5e-05,38.15,0.45,41.5,13.1,0.0311,28.9,3.7786,14.12,0.0172,0.0683,1179.8901,0.3157,3,Inactive
0.1669,0.0195,9.7507,9.7521,0.006274,37.1,1.5,95.6,44.4,0.2457,21.5,20.4975,84.03,0.5234,1.6471,154.5604,0.4641,1,Sick
0.5643,0.2561,10.0524,10.0715,0.041187,38.68,0.08,57.5,24.2,1.0628,43.8,6.6142,28.87,0.2491,1.2018,51.5222,0.4213,0,Healthy
0.6556,-0.127,9.8002,9.823,0.002124,37.33,1.27,43.1,38.0,0.7924,15.0,19.4368,79.32,0.218,0.9654,232.7188,0.882,1,Sick
0.9694,-0.2582,10.1733,10.2226,0.140767,39.61,1.01,88.5,44.6,1.5908,32.7,9.879,39.27,0.8521,3.1756,18.1473,0.5045,2,Stressed
0.0012,0.0078,9.7994,9.7994,6.8e-05,37.99,0.61,53.3,15.3,0.0196,14.8,3.984,13.3,0.0195,0.0904,1015.6272,0.2866,3,Inactive
0.1329,0.5171,10.0197,10.0339,0.04592,38.9,0.3,67.6,24.1,0.8596,64.4,8.0671,33.61,0.2776,1.068,45.1771,0.357,0,Healthy
0.086,-0.1403,9.5635,9.5649,0.021959,38.52,0.08,56.3,22.3,0.4728,54.4,8.7411,35.17,0.2989,1.0428,56.5796,0.396,0,Healthy
-0.0143,0.0166,9.825,9.825,0.000101,38.02,0.58,44.0,14.1,0.0459,24.1,3.8701,15.7,0.0172,0.0698,883.6243,0.3199,3,Inactive
0.0093,-0.0025,9.8162,9.8162,3.1e-05,37.8,0.8,46.2,15.2,0.018,15.8,4.7808,20.58,0.0213,0.0821,1137.6843,0.3296,3,Inactive
-0.5348,0.7379,9.9479,9.9895,0.06966,39.94,1.34,92.8,40.0,1.4106,25.1,8.9109,36.02,0.8283,3.3863,25.815,0.4312,2,Stressed
0.2475,0.1917,9.6318,9.6369,0.353461,39.18,0.58,97.3,33.7,0.6174,42.7,11.6278,40.5,0.7174,3.0443,19.2303,0.3458,2,Stressed
0.3959,-0.0512,9.8266,9.8347,0.085235,38.46,0.14,66.6,25.0,0.4637,59.5,6.6323,24.45,0.2313,0.8588,45.6175,0.3753,0,Healthy
0.0641,0.0319,9.8842,9.8845,0.003252,40.88,2.28,70.4,42.1,0.1703,11.7,17.6375,69.57,0.1807,0.6993,220.1973,0.5985,1,Sick
0.4495,0.3195,9.9,9.9154,0.042969,38.63,0.03,60.4,25.1,0.859,67.3,7.571,31.92,0.3005,1.0911,54.519,0.4158,0,Healthy
0.0404,0.0087,9.8175,9.8175,5.7e-05,37.99,0.61,45.2,15.2,0.0566,25.1,3.8059,15.26,0.0177,0.0647,840.2966,0.3353,3,Inactive
0.058,0.4302,10.1278,10.1371,0.035336,38.78,0.18,77.4,19.5,0.806,48.3,7.5311,32.02,0.2794,1.0421,46.2107,0.2518,0,Healthy
0.0112,-0.0018,9.8148,9.8148,0.000187,37.83,0.77,46.0,10.4,0.0178,24.1,3.9322,14.12,0.0174,0.0654,909.7486,0.2259,3,Inactive
0.0169,-0.0094,9.8082,9.8082,0.000118,37.67,0.93,47.6,14.8,0.0282,15.6,4.2888,15.47,0.0137,0.054,944.7087,0.3103,3,Inactive
0.0724,-0.0124,9.806,9.8062,0.001447,40.24,1.64,65.3,53.9,0.0889,6.3,20.0743,71.56,0.2522,1.2599,221.5871,0.8259,1,Sick
0.3396,-0.048,9.3601,9.3664,0.08549,38.68,0.08,70.5,27.3,0.8375,67.2,6.8697,31.95,0.304,1.1599,42.9547,0.3866,0,Healthy
0.0144,-0.009,9.7981,9.7981,9.5e-05,38.05,0.55,50.1,16.3,0.0354,11.7,4.8213,20.35,0.0163,0.0674,912.6531,0.3252,3,Inactive
0.1957,0.7841,9.6917,9.7254,0.055534,38.66,0.06,62.4,23.1,1.0982,59.6,6.9089,26.88,0.2705,1.0497,46.0799,0.3709,0,Healthy
-0.0084,-0.006,9.8226,9.8226,0.000185,38.09,0.51,47.6,14.3,0.027,18.9,4.936,20.2,0.02,0.0681,847.7722,0.3009,3,Inactive
0.0584,-0.3424,10.2493,10.2552,0.053465,38.52,0.08,58.6,22.0,0.8402,59.3,8.247,31.21,0.318,1.3171,44.31,0.3762,0,Healthy
0.6773,1.5723,9.5722,9.7241,0.22808,38.97,0.37,113.5,46.9,2.4874,32.2,10.4835,42.22,0.7295,2.911,24.1662,0.4131,2,Stressed
-0.016,0.0149,9.824,9.824,0.00013,37.94,0.66,45.8,14.1,0.0449,19.1,4.9113,18.52,0.0169,0.0783,750.3164,0.3083,3,Inactive
0.4708,0.3217,9.8075,9.8241,0.050448,38.87,0.27,65.0,13.5,0.795,66.1,6.5945,22.54,0.2404,1.035,42.3884,0.2082,0,Healthy
0.038,0.0545,9.8436,9.8438,0.001667,40.02,1.42,71.4,42.3,0.1261,2.1,16.5645,64.91,0.2648,1.504,195.1533,0.5934,1,Sick
0.2038,0.2009,9.817,9.8211,0.038568,38.71,0.11,59.8,26.8,0.4117,45.4,7.9869,36.44,0.3271,1.4734,40.1284,0.4482,0,Healthy
1.2119,-0.5759,9.8372,9.9283,0.002481,41.16,2.56,68.3,6.5,1.815,17.7,16.5647,59.22,0.4373,1.7512,196.0395,0.0956,1,Sick
0.5967,0.3969,10.5707,10.595,0.24398,39.3,0.7,101.0,42.5,1.7542,15.9,10.7859,55.95,0.6449,2.5214,19.8627,0.4214,2,Stressed
0.036,0.0116,9.8205,9.8206,4.6e-05,37.7,0.9,43.7,17.0,0.0581,27.1,3.7654,13.2,0.0167,0.057,1018.2278,0.3879,3,Inactive
0.1768,-0.216,9.9029,9.9068,0.047466,39.07,0.47,66.2,27.6,0.4857,63.2,5.913,27.36,0.3396,1.176,46.7717,0.4166,0,Healthy
0.0093,0.0131,9.8191,9.8191,7.5e-05,38.51,0.09,53.3,15.0,0.0316,19.9,3.6383,14.41,0.021,0.0871,789.8241,0.2811,3,Inactive
0.0479,0.1765,9.755,9.7567,0.04187,38.74,0.14,65.9,18.4,0.2794,50.5,7.533,32.02,0.3084,1.043,49.8975,0.2794,0,Healthy
-0.0462,0.1217,9.7595,9.7604,0.000814,37.49,1.11,83.1,56.4,0.2184,10.3,22.6987,94.32,0.314,1.5497,182.0266,0.6792,1,Sick
-0.0235,-0.0032,9.7899,9.7899,0.000102,37.85,0.75,44.1,18.8,0.0468,26.2,4.1241,17.39,0.0157,0.0604,910.3968,0.4251,3,Inactive
0.3402,-0.3665,9.9175,9.9301,0.022422,38.58,0.02,66.5,14.5,0.8141,70.5,6.868,38.37,0.4096,1.6401,53.9711,0.2179,0,Healthy
-0.0285,-0.0258,9.8135,9.8135,1.7e-05,37.88,0.72,48.3,11.1,0.0578,23.5,0.636,1.72,0.0169,0.0414,1896.9119,0.2291,3,Inactive
0.0115,0.0002,9.8107,9.8107,0.000108,37.91,0.69,41.2,13.1,0.0124,26.5,4.0828,13.59,0.0197,0.0791,897.3469,0.3174,3,Inactive
1.5228,0.5523,10.3348,10.461,0.228502,39.3,0.7,122.1,35.1,2.5999,37.9,10.1787,40.92,0.754,3.121,18.6174,0.2875,2,Stressed
1.0761,-0.0225,10.3673,10.423,0.297046,39.13,0.53,91.2,51.7,1.6559,26.9,9.7727,40.73,0.6876,2.4197,20.0572,0.5673,2,Stressed
0.0045,0.0523,9.867,9.8671,0.002551,40.54,1.94,75.2,43.0,0.1137,12.1,16.7347,69.37,0.3276,1.2046,188.6109,0.572,1,Sick
-0.2939,0.0079,9.716,9.7205,0.042701,38.97,0.37,65.2,25.1,0.3958,53.0,6.5479,25.33,0.2299,0.9006,52.8132,0.3849,0,Healthy
0.7909,0.197,10.5108,10.5424,0.133491,39.67,1.07,105.7,39.1,1.6887,0.7,10.8253,46.38,0.8516,3.0697,21.9745,0.3696,2,Stressed
0.262,-0.7013,9.0436,9.0745,0.120043,39.0,0.4,104.9,40.2,1.7297,30.0,10.997,49.88,0.7244,2.9093,24.5205,0.3834,2,Stressed
-0.6372,0.4246,9.9471,9.9766,0.004323,36.63,1.97,85.5,57.2,1.199,17.2,18.8395,58.87,0.3327,1.5816,210.8799,0.6693,1,Sick
0.0007,0.0199,9.817,9.817,0.002876,40.91,2.31,75.1,49.1,0.0275,0.0,19.3728,66.64,0.0832,0.4214,218.1475,0.6537,1,Sick
0.0626,0.1125,9.6235,9.6244,0.054902,38.85,0.25,48.6,20.3,0.3615,53.3,6.7487,33.49,0.351,1.2364,47.8045,0.4178,0,Healthy
0.0084,-0.0045,9.8124,9.8124,6.8e-05,37.74,0.86,47.4,15.8,0.0153,19.9,3.5998,16.0,0.0186,0.063,1009.3643,0.3331,3,Inactive
0.2212,0.2922,9.9495,9.9563,0.039498,38.47,0.13,71.2,29.4,0.653,51.6,8.5993,35.17,0.2813,0.997,55.0142,0.4127,0,Healthy
0.3004,0.5408,9.7421,9.7617,0.083788,39.34,0.74,89.2,34.0,0.9091,30.9,9.1528,36.86,0.5872,2.0857,20.9496,0.3816,2,Stressed
-0.0057,0.0007,9.8026,9.8026,4.7e-05,37.73,0.87,39.9,14.9,0.0138,26.4,4.5342,15.95,0.0183,0.0904,1004.1998,0.3744,3,Inactive
-0.1161,-0.0114,9.7956,9.7963,0.000775,36.65,1.95,98.5,58.0,0.1419,9.4,16.6359,86.33,0.3819,1.6403,184.4198,0.5889,1,Sick
0.3842,0.0228,9.6851,9.6927,0.025022,38.22,0.38,65.3,25.9,0.5319,57.9,7.7872,32.75,0.2619,0.9319,46.5774,0.3962,0,Healthy
0.4657,-0.1872,9.6124,9.6255,0.199393,39.35,0.75,107.3,48.0,0.8505,45.7,9.525,54.13,0.7899,2.8945,21.5912,0.4478,2,Stressed
0.0335,-0.0224,9.8239,9.824,0.001369,36.92,1.68,91.0,11.3,0.0698,27.1,22.0798,76.13,0.1292,0.6495,178.4733,0.1241,1,Sick
-0.4707,0.8386,9.7679,9.8151,0.081596,39.48,0.88,86.0,50.3,1.3513,17.2,7.935,29.34,0.706,2.8339,25.0878,0.5855,2,Stressed
-0.6492,0.1739,9.8765,9.8994,0.176584,38.93,0.33,100.1,42.9,0.8896,11.7,10.4672,42.88,0.7558,2.7634,23.2169,0.4285,2,Stressed
0.009,-0.0011,9.8273,9.8273,0.000123,38.17,0.43,47.8,9.7,0.0274,22.4,3.7344,13.2,0.0163,0.057,921.2482,0.2033,3,Inactive
-0.1031,0.116,9.8503,9.8515,0.002057,40.71,2.11,76.3,42.5,0.2593,17.1,18.1197,68.01,0.318,1.5428,175.9425,0.557,1,Sick
0.5311,0.0,9.9972,10.0113,0.021286,38.88,0.28,50.6,17.6,0.7183,56.8,8.0375,29.6,0.2549,1.0028,48.8539,0.349,0,Healthy
1.062,0.6069,9.5442,9.6223,0.145114,39.64,1.04,87.4,48.4,1.9347,27.4,8.3336,32.0,0.8387,3.2228,25.5921,0.5534,2,Stressed
0.1721,0.048,9.5105,9.5122,0.022789,38.35,0.25,69.5,25.2,0.5195,53.7,7.3398,32.02,0.3022,1.0421,50.3327,0.362,0,Healthy
0.0317,0.0036,9.8091,9.8091,5.7e-05,37.59,1.01,49.3,15.9,0.0362,21.3,4.1163,15.47,0.0144,0.0509,989.0138,0.3218,3,Inactive
0.0089,0.0173,9.8047,9.8048,7.4e-05,37.89,0.71,47.4,15.3,0.0315,16.4,4.5998,21.31,0.0163,0.069,777.003,0.3219,3,Inactive
0.2598,-0.1818,9.802,9.8071,0.0034,40.13,1.53,87.3,6.2,0.4496,20.8,13.6833,46.59,0.2793,1.4159,197.0583,0.0709,1,Sick
0.0133,-0.0074,9.7996,9.7996,2.9e-05,37.78,0.82,44.1,13.1,0.0311,26.5,4.0049,16.62,0.0122,0.0439,974.8692,0.2977,3,Inactive
-0.0964,-0.1522,9.7677,9.7694,0.015988,39.11,0.51,63.9,22.2,0.2909,59.3,7.2272,36.58,0.3181,1.0514,70.4989,0.3467,0,Healthy
0.3013,0.2896,9.8871,9.896,0.048464,38.67,0.07,64.3,22.2,0.6681,58.7,7.5117,32.52,0.2818,1.1329,45.1922,0.3451,0,Healthy
0.0311,0.0948,9.8459,9.8464,0.001905,40.27,1.67,91.3,21.9,0.1617,11.1,15.6489,66.06,0.3477,1.3369,188.0296,0.2399,1,Sick
0.0171,0.0158,9.7934,9.7935,0.000235,37.84,0.76,49.8,13.8,0.0494,26.8,4.3309,17.48,0.0165,0.0589,796.2769,0.277,3,Inactive
0.0222,0.0232,9.8101,9.8101,5.6e-05,37.84,0.76,54.6,16.6,0.0454,23.1,3.5739,16.1,0.0176,0.0689,976.3871,0.3039,3,Inactive
0.2199,-0.1786,10.0401,10.044,0.038963,38.53,0.07,59.7,19.1,0.6285,58.2,7.3818,33.88,0.3527,1.4362,48.1199,0.3205,0,Healthy
0.0361,0.0194,9.8217,9.8218,4.2e-05,37.66,0.94,48.3,15.1,0.0672,23.8,4.9216,16.57,0.0184,0.0658,1000.432,0.3123,3,Inactive
0.004,0.0002,9.8123,9.8123,5.6e-05,37.56,1.04,42.1,15.8,0.0065,15.6,4.2793,17.01,0.0177,0.0716,1131.4201,0.3757,3,Inactive
0.1979,0.0044,9.8216,9.8235,0.00185,40.25,1.65,86.5,51.9,0.2139,17.8,21.0102,87.16,0.2527,1.0474,229.5648,0.5998,1,Sick
-0.2416,1.5408,9.6269,9.7524,0.185219,38.9,0.3,105.1,41.6,1.9655,29.8,8.3738,33.02,0.7881,3.0495,24.6299,0.3961,2,Stressed
0.1424,0.0487,9.8579,9.859,0.003848,40.51,1.91,114.3,46.0,0.2389,3.1,15.5739,73.82,0.3643,1.7709,207.2202,0.4023,1,Sick
0.0149,0.0249,9.787,9.7871,0.001271,40.37,1.77,91.2,54.9,0.0628,1.8,20.265,89.27,0.2841,1.4847,241.4797,0.6012,1,Sick
0.2092,0.1405,9.7439,9.7471,0.003235,40.24,1.64,54.0,55.7,0.4158,9.1,22.434,91.57,0.221,0.8293,203.1121,1.0319,1,Sick
-0.0254,0.0821,9.8659,9.8662,0.000919,40.53,1.93,98.4,11.2,0.1633,20.3,19.0113,85.97,0.082,0.4517,215.0779,0.1137,1,Sick
-0.2912,0.651,9.725,9.7511,0.068198,38.24,0.36,69.0,27.5,1.0271,48.6,5.6875,22.55,0.3359,1.2491,47.1547,0.3982,0,Healthy
0.0008,0.0104,9.8016,9.8016,0.000102,37.71,0.89,47.7,15.1,0.0196,23.8,3.5156,16.99,0.0195,0.0862,776.7579,0.3178,3,Inactive
-0.2208,-0.0072,10.851,10.8532,0.115782,39.42,0.82,93.7,34.1,1.2689,38.8,9.9718,48.83,0.6004,2.4143,22.3331,0.3637,2,Stressed
1.5295,-0.841,10.3298,10.4762,0.189217,39.83,1.23,136.8,33.3,2.8903,22.0,12.0637,59.79,0.8495,3.279,21.0917,0.2433,2,Stressed
0.0176,0.0212,9.8068,9.8068,2e-05,37.91,0.69,49.7,12.8,0.042,27.3,4.3017,15.61,0.012,0.0462,996.8822,0.2575,3,Inactive
0.0261,0.0208,9.8139,9.8139,0.000115,37.93,0.67,51.7,12.4,0.0508,20.7,3.5206,14.65,0.0171,0.0754,824.5937,0.2408,3,Inactive
-1.571,-0.7709,9.4386,9.5995,0.181604,39.12,0.52,108.2,40.7,2.7133,38.7,11.0898,43.67,0.7423,2.6776,19.5181,0.3763,2,Stressed
0.0019,0.0128,9.8068,9.8068,0.000127,38.02,0.58,50.4,15.6,0.0178,22.4,3.7714,14.06,0.0203,0.1002,918.0245,0.3093,3,Inactive
-0.005,0.0059,9.8099,9.8099,0.000176,38.09,0.51,53.9,13.4,0.011,22.1,3.0608,11.88,0.0168,0.0667,820.1658,0.248,3,Inactive
-0.1095,0.0687,9.4504,9.4512,0.070864,38.84,0.24,59.6,23.5,0.5379,60.6,5.4173,20.48,0.2901,1.3292,44.5842,0.3936,0,Healthy
-1.0461,-0.2092,9.767,9.8251,0.001781,41.23,2.63,86.8,39.8,1.2983,6.1,15.2495,69.72,0.2643,1.2469,196.5193,0.4589,1,Sick
-0.0159,-0.0225,9.8018,9.8018,7.9e-05,37.74,0.86,50.0,14.3,0.0466,29.9,3.5524,16.82,0.0157,0.0615,785.6113,0.2856,3,Inactive
0.2782,0.2667,9.8769,9.8844,0.023703,38.46,0.14,67.5,19.0,0.6117,43.6,6.1908,24.88,0.3049,1.2304,65.7874,0.2816,0,Healthy
-1.2248,0.0394,9.4034,9.4829,0.201002,38.96,0.36,93.6,43.2,1.6708,28.3,11.4641,44.59,0.7818,2.6959,20.9641,0.4616,2,Stressed
-0.0691,-0.0942,9.813,9.8137,0.016785,38.31,0.29,60.4,14.3,0.1663,57.4,6.8307,30.12,0.4025,1.3906,45.6512,0.2373,0,Healthy
0.0312,-0.0234,9.8013,9.8014,9.4e-05,37.43,1.17,48.7,12.6,0.0632,25.2,4.3015,17.06,0.0169,0.0569,992.2763,0.2597,3,Inactive
0.0435,0.0696,9.8184,9.8187,0.002307,37.23,1.37,100.5,42.6,0.1215,17.0,20.8521,96.73,0.2628,1.1386,212.3665,0.424,1,Sick
0.0056,0.0087,9.8199,9.8199,2.7e-05,38.04,0.56,51.6,11.9,0.0243,19.9,4.1112,16.45,0.0148,0.0707,906.6199,0.2298,3,Inactive
-0.001,-0.0049,9.8154,9.8154,5.5e-05,37.91,0.69,45.6,15.1,0.0113,27.7,4.2547,15.95,0.0188,0.0904,977.9737,0.3313,3,Inactive
0.051,0.016,9.8,9.8002,8.3e-05,37.85,0.75,46.0,13.5,0.0771,27.5,3.5244,14.39,0.0224,0.0901,889.3952,0.2928,3,Inactive
0.0225,0.2362,9.8889,9.8918,0.052637,38.47,0.13,63.3,21.8,0.3376,65.3,7.8273,29.63,0.2596,0.95,51.1538,0.3441,0,Healthy
0.7797,0.0738,9.4501,9.4825,0.310871,39.51,0.91,108.9,50.4,1.2134,11.6,8.0252,33.35,0.7477,2.9449,21.2269,0.4631,2,Stressed
0.0133,-0.0784,9.4606,9.4609,0.062639,38.44,0.16,52.8,21.4,0.4411,48.4,8.8921,35.17,0.2823,1.0428,49.9918,0.4043,0,Healthy
0.4661,-0.6292,9.964,9.9947,0.036296,38.69,0.09,56.6,22.0,1.2493,56.1,7.5208,30.73,0.2632,1.0186,52.0267,0.3896,0,Healthy
-1.1141,0.2936,9.829,9.8963,0.003326,40.74,2.14,69.3,22.8,1.4267,25.0,20.6591,87.42,0.3832,1.442,159.5904,0.329,1,Sick
0.0155,-0.1027,9.7904,9.7909,0.000975,37.15,1.45,90.0,9.9,0.1378,19.4,19.5396,89.69,0.1184,0.6032,197.1666,0.1097,1,Sick
0.0245,0.0052,9.8182,9.8183,8.7e-05,38.09,0.51,45.8,11.8,0.0379,15.9,3.952,15.91,0.0162,0.0761,836.7354,0.2579,3,Inactive
-0.2048,-0.137,10.407,10.4099,0.187614,39.38,0.78,95.9,45.9,0.9389,28.1,10.1312,36.68,0.6053,2.4653,20.2035,0.4787,2,Stressed
0.0088,0.024,9.8241,9.8242,0.000144,38.06,0.54,51.1,12.7,0.0469,14.6,4.3598,17.23,0.0124,0.0452,934.7448,0.2485,3,Inactive
-0.0056,0.0059,9.8025,9.8025,7.1e-05,37.92,0.68,52.6,13.1,0.0189,28.8,4.3722,20.26,0.0176,0.0674,898.7145,0.2486,3,Inactive
-0.0215,0.0139,9.7995,9.7995,0.002123,40.32,1.72,78.8,14.8,0.0459,0.9,17.3461,71.21,0.2659,1.504,194.385,0.1876,1,Sick
0.0246,-0.0027,9.7959,9.7959,5.7e-05,38.05,0.55,37.9,12.7,0.0414,28.2,4.7694,19.16,0.0187,0.083,817.2362,0.3343,3,Inactive
0.8694,0.9322,9.903,9.9847,0.213253,39.31,0.71,106.0,38.2,1.8947,0.0,11.9535,45.25,0.6252,2.4166,22.5496,0.36,2,Stressed
1.3972,0.8841,9.5067,9.6494,0.174066,39.26,0.66,99.6,35.5,2.5846,32.9,11.4098,46.53,0.7894,2.7352,21.5897,0.3565,2,Stressed
0.4424,0.1186,9.7745,9.7852,0.030385,38.52,0.08,58.3,25.8,0.5965,59.4,5.4256,23.58,0.3099,1.2154,54.4176,0.442,0,Healthy
-0.122,0.3034,9.8306,9.836,0.062248,38.3,0.3,72.6,18.7,0.446,64.8,7.5417,33.88,0.3193,1.3807,41.3907,0.2572,0,Healthy
0.0038,0.0039,9.7625,9.7625,0.005261,41.02,2.42,88.1,36.9,0.0551,5.8,16.0148,83.18,0.1083,0.5308,182.3151,0.4184,1,Sick
-0.1088,0.2034,9.3891,9.3919,0.038845,39.05,0.45,57.5,25.9,0.7332,52.5,5.8669,17.59,0.3395,1.4331,48.8467,0.4513,0,Healthy
-0.0884,0.4803,9.7594,9.7716,0.316373,38.99,0.39,99.0,50.1,0.6194,12.7,8.0854,30.68,0.7091,2.5887,19.9132,0.5056,2,Stressed
-0.1454,0.106,9.7586,9.7603,0.002581,40.69,2.09,81.2,12.8,0.3028,18.9,18.0025,65.74,0.3747,1.7709,174.5055,0.1575,1,Sick
0.0604,0.0121,9.6677,9.6679,0.005034,40.19,1.59,66.8,13.1,0.2148,26.0,16.9412,78.81,0.1583,0.8654,154.7864,0.1954,1,Sick
0.0799,0.523,9.4539,9.4687,0.080897,38.55,0.05,59.0,23.8,0.959,62.9,5.7195,22.04,0.2438,1.0659,43.883,0.4038,0,Healthy
0.6822,-0.0816,9.6333,9.6578,0.249134,39.06,0.46,92.0,44.6,0.9404,29.7,9.1392,40.62,0.9781,4.0445,21.5435,0.4845,2,Stressed
-0.1089,0.7521,9.5251,9.5554,0.068411,38.99,0.39,95.4,51.8,1.1458,29.7,10.1452,37.29,0.5291,2.1069,30.9721,0.5431,2,Stressed
0.0128,-0.0274,9.832,9.832,0.002116,41.19,2.59,81.7,12.1,0.0622,23.9,18.1649,74.14,0.2664,1.3055,222.9408,0.1484,1,Sick
-0.0742,0.0615,9.8158,9.8163,0.002323,40.52,1.92,96.3,41.8,0.1415,27.1,19.0742,72.58,0.3625,1.6932,226.8937,0.4346,1,Sick
-0.419,-0.7708,10.7149,10.7508,0.609462,38.66,0.06,109.1,39.7,2.0947,23.2,9.5217,34.19,0.7215,2.4244,18.1582,0.3634,2,Stressed
0.4196,0.1261,9.8348,9.8446,0.03104,38.53,0.07,62.3,24.2,0.5705,70.9,7.6674,32.35,0.2864,1.1624,50.467,0.3876,0,Healthy
-0.0096,-0.0399,9.8356,9.8357,0.001361,37.46,1.14,112.2,45.3,0.0751,11.8,17.7107,88.84,0.2575,1.0323,260.2796,0.4038,1,Sick
0.0357,-0.0165,9.8242,9.8243,5e-05,38.13,0.47,57.7,13.1,0.0665,31.2,4.2874,16.31,0.0203,0.0693,917.0875,0.2269,3,Inactive
-0.0633,-0.3155,9.8664,9.8716,0.208774,39.77,1.17,89.4,41.2,0.4351,44.8,8.0729,32.0,0.8396,3.2228,25.6202,0.4607,2,Stressed
-0.1582,-0.0778,9.8877,9.8892,0.002869,40.11,1.51,91.9,45.0,0.3137,2.3,18.3758,69.98,0.4205,1.6687,179.9401,0.4897,1,Sick
0.008,0.0208,9.8128,9.8128,9.7e-05,37.88,0.72,42.9,15.4,0.0316,27.3,3.9887,15.48,0.0176,0.0827,825.2642,0.3578,3,Inactive
0.0234,-0.0613,9.8494,9.8496,0.000826,37.31,1.29,109.7,54.2,0.1241,23.5,19.9644,94.32,0.3145,1.5497,170.0024,0.4941,1,Sick
0.0259,0.0131,9.8094,9.8094,0.000151,37.81,0.79,45.7,14.0,0.0396,20.5,4.092,19.19,0.0186,0.078,840.8154,0.3059,3,Inactive
-0.3343,1.128,9.707,9.7781,0.135022,38.87,0.27,95.9,41.0,1.5653,41.4,9.5708,45.34,0.7116,2.7556,25.6554,0.427,2,Stressed
0.0151,0.0108,9.8195,9.8196,0.000172,37.61,0.99,51.5,10.7,0.0355,22.5,3.8901,17.44,0.0152,0.0659,810.8958,0.2084,3,Inactive
0.1258,0.9476,9.7769,9.8236,0.15592,39.5,0.9,96.7,51.2,1.1065,42.9,8.6329,37.95,0.5511,2.2965,25.6653,0.5291,2,Stressed
0.0274,0.0034,9.7915,9.7916,6.8e-05,37.46,1.14,51.2,12.1,0.0493,27.2,3.3545,15.55,0.0156,0.057,985.9009,0.2371,3,Inactive
0.0099,0.087,9.8026,9.803,0.004906,40.13,1.53,95.8,45.5,0.1044,9.8,17.6342,67.12,0.1815,0.6553,174.0127,0.4751,1,Sick
0.0146,0.0245,9.8182,9.8182,9.3e-05,37.91,0.69,43.4,12.5,0.0473,22.8,3.1521,11.39,0.0126,0.0502,890.0827,0.2893,3,Inactive
0.9396,0.1744,10.0779,10.1232,0.139075,39.33,0.73,93.6,39.6,1.3819,21.1,9.626,36.38,0.877,3.5778,19.1957,0.423,2,Stressed
0.3764,0.7155,9.9828,10.0155,0.04574,38.75,0.15,69.0,24.5,1.2646,45.5,6.6195,23.48,0.2927,1.0475,43.6083,0.3546,0,Healthy
0.9527,0.817,9.8259,9.9058,0.164127,38.63,0.03,90.0,41.5,1.7857,32.5,10.4449,42.89,0.6934,2.4244,21.1159,0.4606,2,Stressed
0.0836,-0.0119,9.8189,9.8192,0.001009,36.88,1.72,81.7,7.4,0.1044,22.8,20.6099,90.34,0.3902,1.4919,305.5106,0.0905,1,Sick
-0.1551,0.1076,9.8282,9.83,0.070083,39.11,0.51,60.6,21.0,0.2809,57.1,5.8614,22.04,0.2737,1.1087,42.2525,0.3467,0,Healthy
0.0116,0.0222,9.8118,9.8119,9.2e-05,38.0,0.6,45.8,14.8,0.0357,27.8,3.9473,19.16,0.0187,0.0741,868.498,0.3232,3,Inactive
0.1552,-0.0322,9.7219,9.7232,0.001059,40.5,1.9,97.6,51.7,0.2756,11.2,16.0954,58.69,0.1918,0.9134,227.1491,0.5295,1,Sick
-0.0156,-0.0016,9.8056,9.8056,4.8e-05,38.0,0.6,50.7,11.4,0.0216,26.2,4.5234,23.61,0.0166,0.0699,872.6635,0.2253,3,Inactive
0.1798,0.3833,9.4165,9.426,0.041344,38.46,0.14,63.1,18.2,0.9565,59.1,6.6885,29.04,0.2518,0.902,51.5808,0.2879,0,Healthy
